,0,1,2,3,4,5,6,7,8,9,10,11,12,13
244046,chr2,204261361,204261861,+,0,,"exon,(NM_001282926,,exon,7,of,10)",30004,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244047,chr2,204291718,204292218,+,0,,"exon,(NM_001282926,,exon,10,of,10)",60361,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244048,chr2,204296886,204297386,+,0,,"TTS,(NM_001282926)",65529,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244049,chr2,204297493,204297993,+,0,,"TTS,(NM_001282926)",66136,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244050,chr2,204299347,204299847,+,0,,"3',UTR,(NM_213589,,exon,14,of,14)",67990,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244051,chr2,204303228,204303728,+,0,,"3',UTR,(NM_213589,,exon,14,of,14)",71871,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244052,chr2,204310204,204310704,+,0,,"intron,(NM_213589,,intron,12,of,13)",78847,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244053,chr2,204310718,204311218,+,0,,"intron,(NM_213589,,intron,12,of,13)",79361,NM_001282927,10152,Hs.471156,NM_005759,ABI2,"abl-interactor,2"
244762,chr2,207986839,207987339,+,0,,"intron,(NR_073108,,intron,3,of,4)",11772,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244763,chr2,207988134,207988634,+,0,,"intron,(NR_073108,,intron,3,of,4)",10477,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244764,chr2,207995796,207996296,+,0,,"intron,(NM_001270943,,intron,1,of,3)",2815,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244765,chr2,207996707,207997207,+,0,,"intron,(NM_001270943,,intron,1,of,3)",1904,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244766,chr2,207997289,207997789,+,0,,"intron,(NM_001270943,,intron,1,of,3)",1322,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244767,chr2,207998200,207998700,+,0,,"intron,(NM_001270943,,intron,1,of,3)",411,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244768,chr2,207999868,208000368,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-1257,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244769,chr2,208000376,208000876,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-1765,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244770,chr2,208002566,208003066,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-3955,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244771,chr2,208004264,208004764,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-5653,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244772,chr2,208006061,208006561,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-7450,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244773,chr2,208007098,208007598,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-8487,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244774,chr2,208008007,208008507,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-9396,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244775,chr2,208008999,208009499,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-10388,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244776,chr2,208013882,208014382,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-15271,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244777,chr2,208014391,208014891,+,0,,"intron,(NM_001270943,,intron,1,of,3)",-15780,NM_001270944,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244778,chr2,208014963,208015463,+,0,,"intron,(NM_001270943,,intron,1,of,3)",15527,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244779,chr2,208015617,208016117,+,0,,"intron,(NM_001270943,,intron,1,of,3)",14873,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244780,chr2,208016619,208017119,+,0,,"intron,(NM_001270943,,intron,1,of,3)",13871,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244781,chr2,208018578,208019078,+,0,,"intron,(NM_001270943,,intron,1,of,3)",11912,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244782,chr2,208019192,208019692,+,0,,"intron,(NM_001270943,,intron,1,of,3)",11298,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244783,chr2,208020088,208020588,+,0,,"intron,(NM_001270943,,intron,1,of,3)",10402,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244784,chr2,208020692,208021192,+,0,,"intron,(NM_001270943,,intron,1,of,3)",9798,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244785,chr2,208024905,208025405,+,0,,"intron,(NM_001270943,,intron,1,of,3)",5585,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244786,chr2,208026068,208026568,+,0,,"intron,(NM_001270943,,intron,1,of,3)",4422,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244787,chr2,208027507,208028007,+,0,,"intron,(NM_001270943,,intron,1,of,3)",2983,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244788,chr2,208028122,208028622,+,0,,"intron,(NM_001270943,,intron,1,of,3)",2368,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244789,chr2,208028637,208029137,+,0,,"intron,(NM_001270943,,intron,1,of,3)",1853,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244790,chr2,208029221,208029721,+,0,,"intron,(NM_001270943,,intron,1,of,3)",1269,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244791,chr2,208029725,208030225,+,0,,"intron,(NM_001270943,,intron,1,of,3)",765,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244792,chr2,208030358,208030858,+,0,,"promoter-TSS,(NR_106999)",132,NM_003709,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244793,chr2,208031263,208031763,+,0,,"promoter-TSS,(NM_003709)",67,NM_001270942,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244794,chr2,208032257,208032757,+,0,,"promoter-TSS,(NM_001270943)",-537,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244795,chr2,208033381,208033881,+,0,,Intergenic,-1661,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244796,chr2,208035046,208035546,+,0,,Intergenic,-3326,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244797,chr2,208040967,208041467,+,0,,Intergenic,-9247,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244798,chr2,208044507,208045007,+,0,,Intergenic,-12787,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244799,chr2,208050104,208050604,+,0,,Intergenic,-18384,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244800,chr2,208055888,208056388,+,0,,"intron,(NR_110283,,intron,3,of,3)",-24168,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244801,chr2,208065687,208066187,+,0,,"intron,(NR_110283,,intron,3,of,3)",-33967,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
244802,chr2,208067295,208067795,+,0,,"intron,(NR_110283,,intron,3,of,3)",-35575,NM_001270943,8609,Hs.59908,NM_003709,KLF7,"Kruppel-like,factor,7,(ubiquitous)"
247225,chr2,220065273,220065773,+,0,,Intergenic,-5983,NM_138802,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247226,chr2,220068438,220068938,+,0,,Intergenic,-2818,NM_138802,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247227,chr2,220071189,220071689,+,0,,"promoter-TSS,(NM_001270998)",-67,NM_138802,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247228,chr2,220071743,220072243,+,0,,"intron,(NM_001270999,,intron,2,of,8)",487,NM_001270999,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247229,chr2,220072586,220073086,+,0,,"intron,(NM_001270999,,intron,4,of,8)",1330,NM_001270999,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247230,chr2,220073682,220074182,+,0,,"TTS,(NM_005689)",2426,NM_001270999,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247231,chr2,220074528,220075028,+,0,,"TTS,(NM_001270998)",3272,NM_001270999,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247232,chr2,220075423,220075923,+,0,,"exon,(NM_005689,,exon,15,of,19)",4167,NM_001270999,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
247233,chr2,220076201,220076701,+,0,,"intron,(NM_005689,,intron,14,of,18)",4945,NM_001270999,130617,Hs.534540,NM_138802,ZFAND2B,"zinc,finger,,AN1-type,domain,2B"
249088,chr2,230665904,230666404,+,0,,"intron,(NM_001284214,,intron,21,of,41)",78690,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249089,chr2,230680432,230680932,+,0,,"intron,(NM_001284214,,intron,9,of,41)",64162,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249090,chr2,230686909,230687409,+,0,,"intron,(NM_001284214,,intron,8,of,41)",57685,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249091,chr2,230697136,230697636,+,0,,"intron,(NM_001284214,,intron,6,of,41)",47458,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249092,chr2,230698855,230699355,+,0,,"intron,(NM_001284214,,intron,6,of,41)",45739,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249093,chr2,230700583,230701083,+,0,,"intron,(NM_001284214,,intron,6,of,41)",44011,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249094,chr2,230708210,230708710,+,0,,"intron,(NM_001284214,,intron,4,of,41)",36384,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249095,chr2,230713868,230714368,+,0,,"intron,(NM_001284214,,intron,4,of,41)",30726,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249096,chr2,230714957,230715457,+,0,,"intron,(NM_001284214,,intron,4,of,41)",29637,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249097,chr2,230716544,230717044,+,0,,"intron,(NM_001284214,,intron,4,of,41)",28050,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249098,chr2,230717230,230717730,+,0,,"intron,(NM_001284214,,intron,4,of,41)",27364,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249099,chr2,230721073,230721573,+,0,,"intron,(NM_001284214,,intron,4,of,41)",23521,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249100,chr2,230723658,230724158,+,0,,"exon,(NM_004238,,exon,3,of,41)",20936,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249101,chr2,230736855,230737355,+,0,,"intron,(NM_001284214,,intron,2,of,41)",7739,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249102,chr2,230737785,230738285,+,0,,"intron,(NM_001284214,,intron,2,of,41)",6809,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249103,chr2,230746625,230747125,+,0,,"intron,(NM_001284214,,intron,1,of,41)",-2031,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249104,chr2,230750018,230750518,+,0,,"intron,(NM_001284214,,intron,1,of,41)",-5424,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249105,chr2,230753786,230754286,+,0,,"intron,(NM_001284214,,intron,1,of,41)",-9192,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249106,chr2,230761559,230762059,+,0,,"intron,(NM_001284214,,intron,1,of,41)",-16965,NM_001284215,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249107,chr2,230766452,230766952,+,0,,"intron,(NM_001284214,,intron,1,of,41)",20023,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249108,chr2,230773673,230774173,+,0,,"intron,(NM_001284214,,intron,1,of,41)",12802,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249109,chr2,230775423,230775923,+,0,,"intron,(NM_001284214,,intron,1,of,41)",11052,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249110,chr2,230775975,230776475,+,0,,"intron,(NM_001284214,,intron,1,of,41)",10500,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249111,chr2,230777330,230777830,+,0,,"intron,(NM_001284214,,intron,1,of,41)",9145,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249112,chr2,230779014,230779514,+,0,,"intron,(NM_001284214,,intron,1,of,41)",7461,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249113,chr2,230784495,230784995,+,0,,"intron,(NM_001284214,,intron,1,of,41)",1980,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249114,chr2,230785215,230785715,+,0,,"intron,(NM_001284214,,intron,1,of,41)",1260,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249115,chr2,230785829,230786329,+,0,,"intron,(NM_001284214,,intron,1,of,41)",646,NM_001284216,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
249116,chr2,230786603,230787103,+,0,,"promoter-TSS,(NM_004238)",-128,NM_001284214,9320,Hs.572642,NM_004238,TRIP12,"thyroid,hormone,receptor,interactor,12"
250400,chr2,235182776,235183276,+,0,,Intergenic,222667,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250401,chr2,235187449,235187949,+,0,,Intergenic,217994,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250402,chr2,235191700,235192200,+,0,,Intergenic,213743,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250403,chr2,235197555,235198055,+,0,,Intergenic,207888,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250404,chr2,235198390,235198890,+,0,,Intergenic,207053,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250405,chr2,235199227,235199727,+,0,,Intergenic,206216,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250406,chr2,235200435,235200935,+,0,,Intergenic,205008,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250407,chr2,235201053,235201553,+,0,,Intergenic,204390,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250408,chr2,235202563,235203063,+,0,,Intergenic,202880,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250409,chr2,235204187,235204687,+,0,,Intergenic,201256,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250410,chr2,235208908,235209408,+,0,,Intergenic,196535,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250411,chr2,235217369,235217869,+,0,,Intergenic,188074,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250412,chr2,235222263,235222763,+,0,,Intergenic,183180,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250413,chr2,235231611,235232111,+,0,,Intergenic,173832,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250414,chr2,235240669,235241169,+,0,,Intergenic,164774,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250415,chr2,235244435,235244935,+,0,,Intergenic,161008,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250416,chr2,235246100,235246600,+,0,,Intergenic,159343,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250417,chr2,235247579,235248079,+,0,,Intergenic,157864,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250418,chr2,235256808,235257308,+,0,,Intergenic,148635,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250419,chr2,235263557,235264057,+,0,,Intergenic,141886,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250420,chr2,235277321,235277821,+,0,,Intergenic,128122,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250421,chr2,235281732,235282232,+,0,,Intergenic,123711,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250422,chr2,235302007,235302507,+,0,,Intergenic,103436,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250423,chr2,235303032,235303532,+,0,,Intergenic,102411,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250424,chr2,235314095,235314595,+,0,,Intergenic,91348,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250425,chr2,235320394,235320894,+,0,,Intergenic,85049,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250426,chr2,235323173,235323673,+,0,,Intergenic,82270,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250427,chr2,235329001,235329501,+,0,,Intergenic,76442,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250428,chr2,235330769,235331269,+,0,,Intergenic,74674,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250429,chr2,235331540,235332040,+,0,,Intergenic,73903,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250430,chr2,235333899,235334399,+,0,,Intergenic,71544,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250431,chr2,235334485,235334985,+,0,,Intergenic,70958,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250432,chr2,235335280,235335780,+,0,,Intergenic,70163,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250433,chr2,235336293,235336793,+,0,,Intergenic,69150,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250434,chr2,235338027,235338527,+,0,,Intergenic,67416,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250435,chr2,235345280,235345780,+,0,,Intergenic,60163,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250436,chr2,235345932,235346432,+,0,,Intergenic,59511,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250437,chr2,235346897,235347397,+,0,,Intergenic,58546,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250438,chr2,235352784,235353284,+,0,,Intergenic,52659,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250439,chr2,235353580,235354080,+,0,,Intergenic,51863,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250440,chr2,235354998,235355498,+,0,,Intergenic,50445,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250441,chr2,235356126,235356626,+,0,,Intergenic,49317,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250442,chr2,235357094,235357594,+,0,,Intergenic,48349,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250443,chr2,235358979,235359479,+,0,,Intergenic,46464,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250444,chr2,235359938,235360438,+,0,,Intergenic,45505,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250445,chr2,235360854,235361354,+,0,,Intergenic,44589,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250446,chr2,235361848,235362348,+,0,,Intergenic,43595,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250447,chr2,235363070,235363570,+,0,,Intergenic,42373,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250448,chr2,235368256,235368756,+,0,,Intergenic,37187,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250449,chr2,235370814,235371314,+,0,,Intergenic,34629,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250450,chr2,235372635,235373135,+,0,,Intergenic,32808,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250451,chr2,235376361,235376861,+,0,,Intergenic,29082,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250452,chr2,235383864,235384364,+,0,,Intergenic,21579,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250453,chr2,235387050,235387550,+,0,,Intergenic,18393,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250454,chr2,235388055,235388555,+,0,,Intergenic,17388,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250455,chr2,235391273,235391773,+,0,,Intergenic,14170,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250456,chr2,235392111,235392611,+,0,,Intergenic,13332,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250457,chr2,235394717,235395217,+,0,,Intergenic,10726,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250458,chr2,235395944,235396444,+,0,,Intergenic,9499,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250459,chr2,235397027,235397527,+,0,,Intergenic,8416,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250460,chr2,235397529,235398029,+,0,,Intergenic,7914,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250461,chr2,235398834,235399334,+,0,,Intergenic,6609,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250462,chr2,235399369,235399869,+,0,,Intergenic,6074,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250463,chr2,235399888,235400388,+,0,,Intergenic,5555,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250464,chr2,235400390,235400890,+,0,,Intergenic,5053,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250465,chr2,235401102,235401602,+,0,,"TTS,(NM_001282431)",4341,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250466,chr2,235401735,235402235,+,0,,"3',UTR,(NM_001282431,,exon,2,of,2)",3708,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250467,chr2,235402675,235403175,+,0,,"3',UTR,(NM_001282431,,exon,2,of,2)",2768,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250468,chr2,235403341,235403841,+,0,,"3',UTR,(NM_001282431,,exon,2,of,2)",2102,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250469,chr2,235404068,235404568,+,0,,"3',UTR,(NM_001282431,,exon,2,of,2)",1375,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250470,chr2,235404610,235405110,+,0,,"exon,(NM_001282431,,exon,1,of,2)",833,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250471,chr2,235405125,235405625,+,0,,"5',UTR,(NM_001282431,,exon,1,of,2)",318,NM_005737,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
250472,chr2,235405813,235406313,+,0,,"promoter-TSS,(NM_001282431)",-366,NM_001282431,10123,Hs.111554,NM_005737,ARL4C,"ADP-ribosylation,factor-like,4C"
